Name,List,Image,Animation,Video,Table,Github,Links,Project,Inline,Code,repository_ID,fullname,URL,created_date,language,description,number_of_stars,num_of_forks,num_of_watchers,open_issue_count
Spatially/go-flagged,3,1,0,0,0,1,2,0,9,8.0,35783911,Spatially/go-flagged,https://github.com/Spatially/go-flagged,2015-05-17 21:33:53,Go,,62,2,62,0
badgerodon/penv,4,0,0,0,0,1,1,0,5,0.0,36148001,badgerodon/penv,https://github.com/badgerodon/penv,2015-05-23 23:58:37,Go,,61,15,61,1
paulsmith/tablestruct,12,1,0,0,0,1,2,0,15,23.0,21373145,paulsmith/tablestruct,https://github.com/paulsmith/tablestruct,2014-07-01 02:48:12,Go,,60,4,60,0
speijnik/go-errortree,0,4,0,0,0,2,4,0,1,0.0,89869284,speijnik/go-errortree,https://github.com/speijnik/go-errortree,2017-04-30 18:32:27,Go,,59,2,59,0
rainycape/memcache,0,0,0,0,0,0,0,0,1,0.0,20255445,rainycape/memcache,https://github.com/rainycape/memcache,2014-05-28 11:45:05,Go,,58,26,58,6
mna/gocostmodel,0,0,0,0,0,0,0,0,2,1.0,28211608,mna/gocostmodel,https://github.com/mna/gocostmodel,2014-12-19 02:54:45,Go,,57,5,57,0
retailnext/hllpp,3,1,0,0,0,1,1,0,0,0.0,32048171,retailnext/hllpp,https://github.com/retailnext/hllpp,2015-03-12 00:19:34,Go,,56,9,56,0
vube/depman,41,0,0,0,0,0,0,0,45,0.0,13743392,vube/depman,https://github.com/vube/depman,2013-10-21 13:36:34,Go,,55,8,55,6
mstg/machotbd,0,1,0,0,0,2,2,0,0,1.0,55012733,mstg/machotbd,https://github.com/mstg/machotbd,2016-03-29 21:46:34,Go,,54,10,54,1
gopherjs/todomvc,2,0,0,0,0,1,1,0,0,0.0,16200308,gopherjs/todomvc,https://github.com/gopherjs/todomvc,2014-01-24 09:32:03,Go,,53,5,53,1
baijum/webtail,0,0,0,0,0,0,1,0,3,2.0,37614606,baijum/webtail,https://github.com/baijum/webtail,2015-06-17 18:55:04,Go,,52,6,52,0
tidwall/rtred,6,1,0,0,0,2,2,1,0,0.0,60933781,tidwall/rtred,https://github.com/tidwall/rtred,2016-06-12 00:29:58,Go,,51,6,51,0
trapion/faas,0,0,0,0,0,0,0,0,0,1.0,61891722,trapion/faas,https://github.com/trapion/faas,2016-06-24 14:52:49,Go,,50,7,50,0
lafolle/flen,0,0,0,0,0,0,0,0,3,4.0,53780384,lafolle/flen,https://github.com/lafolle/flen,2016-03-13 10:58:46,Go,,49,3,49,3
nanopack/pulse,10,3,0,0,0,1,4,0,11,4.0,45634745,nanopack/pulse,https://github.com/nanopack/pulse,2015-11-05 19:37:57,Go,,48,5,48,0
tamnd/httpclient,28,3,0,0,0,2,7,0,2,14.0,32658502,tamnd/httpclient,https://github.com/tamnd/httpclient,2015-03-22 02:20:04,Go,,47,3,47,0
giantswarm/yochu,9,3,0,0,0,5,7,0,2,1.0,51069882,giantswarm/yochu,https://github.com/giantswarm/yochu,2016-02-04 10:54:35,Go,,46,1,46,0
