Name,List,Image,Animation,Video,Table,Github,Links,Project,Inline,Code,repository_ID,fullname,URL,created_date,language,description,number_of_stars,num_of_forks,num_of_watchers,open_issue_count,repo_id,repository,community,downloads,releases,assets,commits,open_issues,closed_issues,total_issues,open_prs,closed_prs,total_prs,readme_issues,readme_commits,Rank,Rank_real,star_rank,fork_rank,watchers_rank,pullrequest_rank,label,days,community_score,assets_score,releases_score,commits_score,avg_assets_release,progress_score,popularity_score
mono/mono,111,2,0,0,0,1,13,0,82,0.0,791611,mono/mono,https://github.com/mono/mono,2010-07-22 18:06:36,C#,,9593,3620,9593,2134,32,mono/mono,1325.0,0.0,2.0,0.0,122541.0,2063.0,2750.0,4813.0,93.0,16428.0,16521.0,0.0,55.0,683.0,181.0,158.0,180.0,158.0,187.0,1,4244,0.31220546654099907,0.0,0.000471253534401508,28.873939679547597,0.0,28.874410933081997,683.0
JamesNK/Newtonsoft.Json,7,3,0,0,0,1,7,0,0,0.0,3476845,JamesNK/Newtonsoft.Json,https://github.com/JamesNK/Newtonsoft.Json,2012-02-18 07:30:28,C#,,8964,2944,8964,606,33,JamesNK/Newtonsoft.Json,125.0,664636.0,30.0,30.0,1853.0,558.0,1473.0,2031.0,67.0,529.0,596.0,0.0,14.0,622.0,162.0,157.0,172.0,157.0,136.0,1,3668,0.03407851690294438,0.008178844056706653,0.008178844056706653,0.5051799345692476,1.0,1.5133587786259541,622.0
ardalis/CleanArchitecture,53,7,0,0,0,13,36,0,8,2.0,69673033,ardalis/CleanArchitecture,https://github.com/ardalis/CleanArchitecture,2016-09-30 14:19:20,C#,,8728,1595,8728,16,34,ardalis/CleanArchitecture,41.0,0.0,2.0,0.0,312.0,14.0,129.0,143.0,14.0,183.0,197.0,1.0,40.0,572.0,147.0,156.0,141.0,156.0,119.0,1,1982,0.020686175580221997,0.0,0.0010090817356205853,0.1574167507568113,0.0,0.1584258324924319,572.0
bitwarden/server,6,1,0,0,0,3,14,0,2,4.0,46755185,bitwarden/server,https://github.com/bitwarden/server,2015-11-23 23:45:33,C#,,8726,737,8726,166,35,bitwarden/server,99.0,4962.0,30.0,56.0,3315.0,97.0,769.0,866.0,16.0,1007.0,1023.0,0.0,56.0,568.0,146.0,155.0,107.0,155.0,151.0,1,2294,0.043156059285091544,0.024411508282476024,0.013077593722755012,1.445074106364429,1.8666666666666667,3.324818366753851,568.0
Unity-Technologies/UnityCsReference,0,0,0,0,0,0,0,0,0,0.0,126486701,Unity-Technologies/UnityCsReference,https://github.com/Unity-Technologies/UnityCsReference,2018-03-23 13:08:32,C#,,8524,1863,8524,3,36,Unity-Technologies/UnityCsReference,1.0,0.0,2.0,0.0,145.0,0.0,0.0,0.0,2.0,14.0,16.0,0.0,145.0,538.0,133.0,154.0,152.0,154.0,78.0,1,1443,0.000693000693000693,0.0,0.001386001386001386,0.10048510048510048,0.0,0.10187110187110186,538.0
SignalR/SignalR,2,0,0,0,0,3,6,1,1,1.0,2087064,SignalR/SignalR,https://github.com/SignalR/SignalR,2011-07-22 03:52:19,C#,,8508,2283,8508,22,37,SignalR/SignalR,111.0,0.0,2.0,0.0,4723.0,27.0,3563.0,3590.0,1.0,1025.0,1026.0,0.0,45.0,618.0,160.0,153.0,160.0,153.0,152.0,1,3879,0.028615622583139984,0.0,0.0005155968032998196,1.2175818509925238,0.0,1.2180974477958235,618.0
ppy/osu,9,5,0,0,0,9,20,2,8,3.0,22456440,ppy/osu,https://github.com/ppy/osu,2014-07-31 04:26:30,C#,,8485,1423,8485,878,38,ppy/osu,370.0,143536.0,30.0,329.0,49559.0,764.0,5911.0,6675.0,51.0,8468.0,8519.0,0.0,110.0,624.0,163.0,152.0,138.0,152.0,182.0,1,2774,0.13338139870223503,0.11860129776496034,0.010814708002883922,17.865537130497476,10.966666666666667,28.843018505167024,624.0
cefsharp/CefSharp,36,20,0,0,0,53,86,2,9,0.0,1135454,cefsharp/CefSharp,https://github.com/cefsharp/CefSharp,2010-12-03 15:23:23,C#,,8410,2719,8410,38,39,cefsharp/CefSharp,205.0,0.0,2.0,0.0,6049.0,36.0,2545.0,2581.0,2.0,818.0,820.0,2.0,175.0,617.0,159.0,151.0,170.0,151.0,145.0,1,4110,0.049878345498783457,0.0,0.00048661800486618007,1.4717761557177615,0.0,1.4722627737226277,617.0
IdentityServer/IdentityServer4,12,3,0,0,0,11,30,0,1,0.0,46652227,IdentityServer/IdentityServer4,https://github.com/IdentityServer/IdentityServer4,2015-11-22 08:21:58,C#,,8405,3256,8405,58,40,IdentityServer/IdentityServer4,292.0,0.0,2.0,0.0,3270.0,49.0,4445.0,4494.0,7.0,917.0,924.0,0.0,78.0,621.0,161.0,150.0,174.0,150.0,147.0,1,2295,0.1272331154684096,0.0,0.0008714596949891067,1.4248366013071896,0.0,1.4257080610021786,621.0
AutoMapper/AutoMapper,6,4,0,0,0,7,16,0,0,3.0,505380,AutoMapper/AutoMapper,https://github.com/AutoMapper/AutoMapper,2010-02-06 15:17:58,C#,,8384,1642,8384,2,41,AutoMapper/AutoMapper,193.0,0.0,2.0,0.0,3904.0,0.0,2750.0,2750.0,3.0,984.0,987.0,0.0,37.0,591.0,151.0,149.0,144.0,149.0,149.0,1,4410,0.043764172335600905,0.0,0.00045351473922902497,0.8852607709750567,0.0,0.8857142857142858,591.0
